Tag,出现次数,中文描述,权重,类别,类别名称
bruceesrig,9,布鲁塞斯里格,0.0022,,
tv_channel,9,tv 频道,0.0022,,
twin_peaks,9,双峰,0.0022,,
chinacities,9,汉字,0.0022,,
film_format,9,胶片( F),0.0022,,
government2,9,政府2,0.0022,,
inspiration,9,灵感,0.0022,,
ranked_list,9,排序( L),0.0022,,
socialdance,9,社交活动,0.0022,,
sport_extra,9,运动( Extra),0.0022,,
animal_owner,9,动物所有者,0.0022,,
api_provider,9,api 提供方,0.0022,,
product_line,9,产品 行,0.0022,,
radiostations,9,无线电台,0.0022,,
tennis_player,9,网球运动员,0.0022,,
tv_crewmember,9,tv 船员,0.0022,,
appointed_role,9,任命( R),0.0022,,
athletics_area,9,运动区( A),0.0022,,
monetarydebase,9,货币基准,0.0022,,
product_skills,9,产品 技能,0.0022,,
computerscience,9,计算机科学,0.0022,,
designated_city,9,指定城市( C),0.0022,,
historicalfilms,9,历史电影,0.0022,,
motivated_event,9,活动,0.0022,,
advertised_thing,9,广告( W),0.0022,,
contact_category,9,联系人( C),0.0022,,
famous_deadheads,9,著名( D),0.0022,,
service_category,9,服务  类别,0.0022,,
football_position,9,橄榄球位置,0.0022,,
convention_speaker,9,常规语句( S),0.0022,,
jp_designated_city,9,jp  指定城市,0.0022,,
academic_post_title,9,学术( P),0.0022,,
comic_strip_creator,9,连环画( S),0.0022,,
exhibition_producer,9,展览 制作者,0.0022,,
nationalsportsteams,9,国家港口,0.0022,,
tennis_player_extra,9,网球   玩家  外关,0.0022,,
aircraft_manufacturer,9,飞机制造商,0.0022,,
borscht_belt_comedian,9,borscht belt 喜剧演员,0.0022,,
celebrity_impressionist,9,名人画家,0.0022,,
governments_that_debase,9,政府( T),0.0022,,
surprisingly_short_people,9,令人惊讶的矮人,0.0022,,
tennis_tournament_champion,9,网球 锦标赛 锦标赛.,0.0022,,
x7th_grade_dance_circa_1985,9,x7th 级别 舞蹈 简历 1985,0.0022,,
computer_game_engine_developer,9,计算机  game engine developer,0.0022,,
governing_body_of_protected_sites,9,规范 body of 受保护 sites,0.0022,,
au,8,约,0.0019,,
court,8,法院,0.0019,,
saint,8,圣贤,0.0019,,
skill,8,技能,0.0019,,
design,8,设计,0.0019,,
ghtech,8,高科技,0.0019,,
hamlet,8,村庄,0.0019,,
horror,8,恐惧,0.0019,,
jefft0,8,{\fn黑体\fs22\bord1\shad0\3aHBE\4aH00\fscx67\fscy66\2cHFFFFFF\3cH808080}对啊,0.0019,,
places,8,地点,0.0019,,
sounds,8,声音,0.0019,,
trails,8,线索,0.0019,,
commune,8,乡镇,0.0019,,
estonia,8,爱沙尼亚,0.0019,,
gadgets,8,设备,0.0019,,
ipeople,8,iPeople (英语),0.0019,,
watches,8,手表,0.0019,,
wordnet,8,单词网,0.0019,,
city_shi,8,城市区,0.0019,,
coltrane,8,铬,0.0019,,
digicams,8,图像,0.0019,,
dinosaur,8,恐龙,0.0019,,
edmonton,8,埃蒙顿,0.0019,,
hobbyist,8,爱好者,0.0019,,
mikeshwe,8,迈克什韦,0.0019,,
audiobase,8,音频库,0.0019,,
christmas,8,圣诞节,0.0019,,
filmviews,8,电影视图,0.0019,,
holocaust,8,大屠杀,0.0019,,
starwars1,8,星战1,0.0019,,
thalendar,8,泰伦达尔,0.0019,,
ambassador,8,大使衔,0.0019,,
hair_color,8,头发( C),0.0019,,
pimfortuyn,8,双福尔图因,0.0019,,
restaurant,8,餐厅,0.0019,,
rpf_person,8,参数( P),0.0019,,
tomeverett,8,托迈特,0.0019,,
filmcameras,8,电影摄像头,0.0019,,
saltproject,8,盐类项目,0.0019,,
stefankumor,8,斯泰凡库莫尔,0.0019,,
televisions,8,电视机,0.0019,,
tina526base,8,蒂纳526基,0.0019,,
comedy_genre,8,喜剧 流派,0.0019,,
company_type,8,公司类型( T),0.0019,,
cricket_team,8,板球小队,0.0019,,
marijuana420,8,大麻420类,0.0019,,
worldwonders,8,世界园丁,0.0019,,
braziliangovt,8,巴齐利亚戈夫特,0.0019,,
chinesemovies,8,中国人,0.0019,,
game_designer,8,游戏设计器( D),0.0019,,
nuclear_power,8,核电,0.0019,,
reviewed_work,8,已审查工作( W),0.0019,,
ride_designer,8,运算符( D),0.0019,,
skateboarding,8,滑板,0.0019,,
armoryshow1913,8,1913年军械库,0.0019,,
event_category,8,事件  类别,0.0019,,
femalediseases,8,女性疾病,0.0019,,
game_publisher,8,游戏( P),0.0019,,
nascar_sponsor,8,纳斯卡尔 赞助商,0.0019,,
research_topic,8,研究 专题,0.0019,,
sherlockholmes,8,谢洛克霍尔姆斯,0.0019,,
chivalric_order,8,骑士  顺序,0.0019,,
naval_combatant,8,海军作战人员,0.0019,,
conference_venue,8,会议( V),0.0019,,
double_act_comic,8,双动 comic,0.0019,,
hindisoundtracks,8,离子轨道,0.0019,,
librarianavenger,8,图书管理员,0.0019,,
product_endorsee,8,产品结果( endorse),0.0019,,
distilled_spirits,8,蒸馏( S),0.0019,,
literary_movement,8,文学运动,0.0019,,
polling_authority,8,投票权限,0.0019,,
researchlocations,8,研究地点,0.0019,,
sports_award_type,8,运动( A),0.0019,,
ca_census_division,8,ca 人口普查 分区,0.0019,,
internettechnology,8,互联网技术,0.0019,,
mobile_phone_brand,8,移动 手机 品牌,0.0019,,
symbolized_concept,8,符号概念( C),0.0019,,
transport_terminus,8,运算结束,0.0019,,
basketball_position,8,篮球 位置,0.0019,,
character_portrayer,8,字符( P),0.0019,,
cocktail_ingredient,8,鸡尾酒,0.0019,,
constituent_country,8,组成国家,0.0019,,
location_in_fiction,8,位置( in fiction),0.0019,,
newyorkfilmfestival,8,Newyork电影节,0.0019,,
patienthealthrecord,8,病人健康记录,0.0019,,
comic_book_publisher,8,漫画  书籍  publisher,0.0019,,
computer_game_region,8,计算机  game  区域,0.0019,,
film_with_tall_ships,8,带   tall ships 的电影,0.0019,,
presidential_nominee,8,总统专制( N),0.0019,,
radio_station_format,8,电台 站台 格式,0.0019,,
fgdc_location_keyword,8,fgdc 位置 关键词,0.0019,,
roleplaying_game_genre,8,角色扮演  game  流派,0.0019,,
pet_disease_risk_factor,8,宠物 疾病  危险  因素,0.0019,,
uk_metropolitan_borough,8,uk  metropolitan  borough (中文(简体) ).,0.0019,,
cn_prefecture_level_city,8,cn 地区 级别 城市,0.0019,,
internet_video_crew_role,8,互联网   video crew 作用,0.0019,,
former_portuguese_colonies,8,前葡萄牙语   殖民地,0.0019,,
religious_leadership_title,8,宗教 领袖 标题,0.0019,,
infrastructural_municipality,8,基础设施-城市,0.0019,,
government_position_held_extra,8,政府( P),0.0019,,
nfl_teams_that_have_moved_cities,8,nfl 队 有 移动 城市,0.0019,,
victoria_s_secret_fashion_models,8,胜利 s secret 时尚 模型,0.0019,,
existing_british_colonies_dominions_and_protectorates,8,已存在的   英国  殖民地  居多  和保护,0.0019,,
my,7,"来,来,来",0.0017,,
jon,7,乔恩,0.0017,,
pet,7,宠物,0.0017,,
stu,7,静态,0.0017,,
kurt,7,库尔特,0.0017,,
logos,7,标志,0.0017,,
rlyeh,7,丽雅,0.0017,,
rugby,7,橄榄球,0.0017,,
voice,7,语音,0.0017,,
funart,7,乐谱,0.0017,,
airport,7,机场,0.0017,,
banking,7,银行业务,0.0017,,
bcmoney,7,现金,0.0017,,
evening,7,晚间,0.0017,,
finance,7,财务,0.0017,6,学科与概念（Concept & Subject）
gambler,7,赌博者,0.0017,,
gavinci,7,加文西语Name,0.0017,,
labeled,7,标签,0.0017,,
pumpkin,7,南瓜鱼,0.0017,,
renrest,7,失败者,0.0017,,
subtext,7,子文本,0.0017,,
us_cbsa,7,使用cbsa,0.0017,,
vitamin,7,维生素,0.0017,,
artbase1,7,艺术基础1,0.0017,,
at_state,7,状态( N),0.0017,,
currency,7,货币,0.0017,6,学科与概念（Concept & Subject）
gambling,7,赌博,0.0017,,
mdaconta,7,米达孔塔,0.0017,,
mx_state,7,mx 状态,0.0017,,
radiusrs,7,半径,0.0017,,
CIDOC_CRM,7,CIDOC 客户端,0.0017,,
kconragan,7,kconragan (韩语),0.0017,,
mobile_tv,7,移动类型( T),0.0017,,
aurametrix,7,气压,0.0017,,
cheguevara,7,切盖瓦拉,0.0017,,
continents,7,大陆,0.0017,,
drug_class,7,药物类,0.0017,,
hailey2009,7,冰雹2009号,0.0017,,
noble_rank,7,高级( R),0.0017,,
paulshanks,7,鲍尔斯汉克斯,0.0017,,
tv_station,7,tv 站点,0.0017,,
gossipgirl3,7,闲话女孩3,0.0017,,
market_area,7,市场 区域,0.0017,,
martial_art,7,武术,0.0017,,
meanstreets,7,街道,0.0017,,
montypython,7,mon,0.0017,,
opera_genre,7,歌剧流派,0.0017,,
tabletennis,7,餐饮,0.0017,,
animal_breed,7,动物( B),0.0017,,
island_group,7,岛群,0.0017,,
media_format,7,介质格式,0.0017,,
motivation_s,7,动机( S),0.0017,,
code_category,7,代码( C),0.0017,,
column_author,7,栏( A),0.0017,,
fantasticfest,7,精彩的节日,0.0017,,
legal_subject,7,法律主题,0.0017,,
product_brand,7,产品 品牌,0.0017,,
thoughtranker,7,思绪型,0.0017,,
graphic_design,7,图形设计,0.0017,,
human_resources,7,人力资源,0.0017,,
patent_assignee,7,专利被转让者,0.0017,,
uk_council_area,7,uk council 区域,0.0017,,
youtube_channel,7,频道,0.0017,,
celestial_object,7,天体,0.0017,,
domestic_animals,7,国内动物,0.0017,,
exhibition_venue,7,展览( V),0.0017,,
legislative_body,7,立法机构,0.0017,,
maximilianschich,7,最大强度,0.0017,,
musical_director,7,音乐 导演,0.0017,,
abbreviated_topic,7,缩略语 主题,0.0017,,
computer_designer,7,计算机设计器( D),0.0017,,
drug_manufacturer,7,药品制造商,0.0017,,
investment_broker,7,投资 经纪人,0.0017,,
overseas_territory,7,海外( T),0.0017,,
parksandrecreation,7,公园娱乐,0.0017,,
project_management,7,项目管理,0.0017,,
domesticated_animal,7,驯化的动物,0.0017,,
transportation_mode,7,运输( M),0.0017,,
regional_food_source,7,区域 食物 来源,0.0017,,
music_video_character,7,音乐 视频 字符,0.0017,,
personal_relationship,7,个人关系,0.0017,,
uk_overseas_territory,7,uk overseas 领土,0.0017,,
meshuggahalbumtimeline,7,中线,0.0017,,
double_act_straight_man,7,双人( A),0.0017,,
spirit_producing_region,7,创建 区域,0.0017,,
victoria_s_secret_model,7,胜利 s 秘密 模型,0.0017,,
conservation_project_lead,7,保护 项目 领导,0.0017,,
metropolitan_borough_city,7,大都会  borough  city,0.0017,,
us_representative_current,7,us 代表 当前,0.0017,,
engineering_service_sector,7,工程 服务 扇区,0.0017,,
former_soviet_union_states,7,前名  soviet union 状态,0.0017,,
international_organization,7,国际组织,0.0017,,
stimulus_request_community,7,刺激  请求  社区,0.0017,,
organization_committee_title,7,组织 委员会 标题,0.0017,,
id,6,编号,0.0015,,
pl,6,页:1,0.0015,,
ru,6,吕,0.0015,,
lake,6,湖边,0.0015,,
celeb,6,立方圆,0.0015,,
iabin,6,叶斌,0.0015,,
roses,6,玫瑰丝,0.0015,,
wales,6,华士,0.0015,,
bigsky,6,大键,0.0015,,
canton,6,县,0.0015,,
drwho1,6,驱动器1,0.0015,,
guitar,6,吉他,0.0015,,
juiced,6,果酱,0.0015,,
planet,6,行星,0.0015,,
voting,6,表决,0.0015,,
ch_city,6,城市( C),0.0015,,
habitat,6,生境,0.0015,,
musicpf,6,音乐pf,0.0015,,
tsturge,6,突冲,0.0015,,
babylon5,6,婴儿克隆5,0.0015,,
beerbase,6,啤酒库,0.0015,,
concepts,6,概念,0.0015,,
csafarms,6,沙发,0.0015,,
dogbreed,6,狗养殖,0.0015,,
hannover,6,汉诺威,0.0015,,
interest,6,利息,0.0015,,
lakebase,6,湖库,0.0015,,
molecule,6,分子,0.0015,,
my_state,6,我的国家,0.0015,,
pitchman,6,投手,0.0015,,
sue_anne,6,起诉( A),0.0015,,
animation,6,动画,0.0015,,
astrology,6,占星学,0.0015,,
ch_canton,6,状态( C),0.0015,,
continent,6,大陆,0.0015,,
etymology,6,病理学,0.0015,,
eye_color,6,双眼( C),0.0015,,
framework,6,框架,0.0015,,
greatjapa,6,伟大的贾帕,0.0015,,
pinkfloyd,6,粉红色战利品,0.0015,,
trademark,6,商标,0.0015,,
treatment,6,治疗,0.0015,,
vegetable,6,蔬菜,0.0015,,
astronomer,6,天文学家,0.0015,,
bbcnathist,6,布克纳特,0.0015,,
chaswarner,6,查斯瓦纳,0.0015,,
curly_girl,6,卷轴女孩,0.0015,,
dead_at_27,6,在 27时,0.0015,,
fairytales,6,童话故事,0.0015,,
freshpicks,6,新鲜的夹子,0.0015,,
givennames,6,给定名称,0.0015,,
gunsnroses,6,枪,0.0015,,
kinometric,6,外观,0.0015,,
lucasfilms,6,润滑胶片,0.0015,,
periodical,6,期刊,0.0015,,
rose_color,6,玫瑰颜色,0.0015,,
translator,6,笔译员,0.0015,,
uoa_vendor,6,视频( V),0.0015,,
us_senator,6,us 语句,0.0015,,
artmetadata,6,艺术数据,0.0015,,
journalists,6,记者,0.0015,,
moral_agent,6,道义代理人,0.0015,,
music_video,6,音乐 视频,0.0015,,
ninamarlene,6,尼纳玛琳,0.0015,,
noble_house,6,贵族住宅,0.0015,,
duiattorneys,6,律师,0.0015,,
endorsements,6,认可,0.0015,,
engineering1,6,工程1,0.0015,,
legal_system,6,法律系统,0.0015,,
musical_game,6,音乐游戏,0.0015,,
musicmanager,6,音乐管理器,0.0015,,
roman_empire,6,罗马语 empire,0.0015,,
transit_stop,6,中转站( Stop),0.0015,,
yacht_racing,6,游艇竞速,0.0015,,
assassination,6,暗杀,0.0015,,
bridge_player,6,桥牌玩家,0.0015,,
film_musicals,6,电影 音乐,0.0015,,
radio_network,6,无线电网络,0.0015,,
themuppetshow,6,他们的木偶放映,0.0015,,
articleindices,6,物品,0.0015,,
greater_london,6,大号( L),0.0015,,
musical_artist,6,音乐小艺术家,0.0015,,
notable_person,6,备注( P),0.0015,,
ottoman_empire,6,奥托曼语 empire,0.0015,,
principal_area,6,主区域,0.0015,,
clique_interest,6,兴趣,0.0015,,
food_web_member,6,食物 网络 会员,0.0015,,
kind_of_rivalry,6,类型( R),0.0015,,
sports_official,6,运动( O),0.0015,,
visual_art_form,6,图像  艺术  形式,0.0015,,
algorithm_family,6,算法( F),0.0015,,
australian_state,6,澳洲语 状态,0.0015,,
comic_book_inker,6,漫画  book  inker,0.0015,,
environmentalism,6,环境主义,0.0015,,
fashion_designer,6,时尚设计器,0.0015,,
historical_event,6,历史事件,0.0015,,
olympic_medalist,6,奥林匹克 医学家,0.0015,,
patronage_sector,6,赞助  部门,0.0015,,
software_license,6,软件 许可证,0.0015,,
tv_series_season,6,tv 系列 季节,0.0015,,
collaborator_role,6,协作者 作用,0.0015,,
competitive_space,6,竞争性空间( C),0.0015,,
dinosaur_location,6,恐龙位置( L),0.0015,,
magicthegathering,6,魔术收集,0.0015,,
mysophobic_person,6,恐惧症小人,0.0015,,
uk_london_borough,6,uk london borough (中文(简体) ).,0.0015,,
uk_principal_area,6,uk 主要区域,0.0015,,
us_representative,6,us 代表,0.0015,,
form_of_government,6,格式( O),0.0015,,
sexual_orientation,6,性定向,0.0015,,
transport_operator,6,运算器( O),0.0015,,
tv_character_extra,6,tv 特征 extra,0.0015,,
antique_time_period,6,古董 时间 期间,0.0015,,
metropolitan_county,6,大都会( C),0.0015,,
congressional_caucus,6,国会( C),0.0015,,
literaturabrasileira,6,升/ 升/ 升/ 升,0.0015,,
orbital_relationship,6,轨道关系,0.0015,,
product_placed_brand,6,产品( P),0.0015,,
yacht_racing_country,6,游艇 竞速 国道,0.0015,,
programming_languages,6,编程 语言,0.0015,,
site_listing_category,6,站点( L),0.0015,,
theater_designer_role,6,剧场( D),0.0015,,
celebrity_spokesperson,6,名人名词,0.0015,,
drmadhumohankomaragiri,6,德马杜莫汉科马拉吉里,0.0015,,
uk_metropolitan_county,6,uk metropolitan 县,0.0015,,
census_designated_place,6,人口普查   指定位置,0.0015,,
hall_of_fame_discipline,6,图标( F),0.0015,,
swedishamericanbusiness,6,瑞典裔美国人,0.0015,,
famous_university_alumni,6,著名的大学  alumni,0.0015,,
film_distribution_medium,6,胶片 分发 中型,0.0015,,
celestial_object_category,6,天体  类,0.0015,,
breakfast_cereal_ingredient,6,早餐   真实  吸引,0.0015,,
olympic_torch_relay_location,6,奥林匹克 torch relay 位置,0.0015,,
administrative_division_extra,6,行政区划 外部,0.0015,,
programming_language_paradigm,6,编程  语言  参数,0.0015,,
science_or_technology_company,6,科学 或技术 公司,0.0015,,
special_film_performance_type,6,特殊  film 性能 类型,0.0015,,
fictional_settings_real_places,6,虚构  设置  真实  位置,0.0015,,
edinburghinternationalfilmfestival,6,国际电影节,0.0015,,
be,5,为:,0.0012,,
jg,5,积,0.0012,,
kr,5,小时,0.0012,,
fort,5,堡垒,0.0012,,
twin,5,双向,0.0012,,
urib,5,输油管,0.0012,,
llgff,5,页 次,0.0012,,
orbit,5,轨道,0.0012,,
malady,5,母亲,0.0012,,
meedan,5,梅丹语,0.0012,,
social,5,社会,0.0012,,
history,5,历史,0.0012,,
mtgbase,5,mtgbase 数据库,0.0012,,
pirates,5,海盗,0.0012,,
pokemon,5,刺头,0.0012,,
jamslevy,5,干扰,0.0012,,
kennebec,5,昆纳贝克,0.0012,,
licensee,5,被许可人,0.0012,,
material,5,材料,0.0012,,
minerals,5,矿物,0.0012,,
murderer,5,杀人犯,0.0012,,
new_york,5,新黄,0.0012,,
not_lube,5,不为lube,0.0012,,
pdavison,5,帕维森,0.0012,,
tionghoa,5,tion,0.0012,,
webcomic,5,网络图片,0.0012,,
arestrepo,5,实时,0.0012,,
bengaluru,5,本加鲁鲁,0.0012,,
certainty,5,确定性,0.0012,,
curricula,5,课程,0.0012,,
divideby0,5,除以0,0.0012,,
mtg_color,5,mtg 颜色,0.0012,,
samplepro,5,样本,0.0012,,
signatory,5,签字人,0.0012,,
situation,5,情况,0.0012,,
wodehouse,5,监狱,0.0012,,
bangladesh,5,鸡尾酒,0.0012,,
blackhound,5,黑猎犬,0.0012,,
dccardwell,5,卡尔韦,0.0012,,
drug_extra,5,药物,0.0012,,
negativboy,5,纳加蒂夫男孩,0.0012,,
ottoadorno,5,奥托多尔诺,0.0012,,
parliament,5,议会,0.0012,,
robinboast,5,罗宾博亚斯特,0.0012,,
gossipgirl1,5,闲话女孩1,0.0012,,
id_province,5,id 省会,0.0012,,
int_zm_nyek,5,int zm nyek (单位),0.0012,,
lawyer_type,5,律师类型,0.0012,,
mathematics,5,数学,0.0012,,
printmaking,5,打印,0.0012,,
psygnisfive,5,心理医生,0.0012,,
symbol_user,5,符号“用户”,0.0012,,
capital_city,5,大写( C),0.0012,,
detroiter313,5,detroiter313 (英语).,0.0012,,
juniorbonner,5,初级,0.0012,,
mathematics1,5,数学1,0.0012,,
written_work,5,写入( W),0.0012,,
artistpainter,5,艺人,0.0012,,
baywatchbabes,5,湾表贝,0.0012,,
bearded_freak,5,胡须( Freak),0.0012,,
breeds_of_dog,5,品种( O),0.0012,,
cars_refactor,5,车厢( Refactor),0.0012,,
film_festival,5,电影节( F),0.0012,,
murder_method,5,谋杀方法( M),0.0012,,
radio_station,5,无线电台,0.0012,,
chabot_bernard,5,沙发( B),0.0012,,
managed_artist,5,管理艺人( A),0.0012,,
mtg_mana_color,5,mtg mana 颜色,0.0012,,
performing_art,5,执行( A),0.0012,,
published_work,5,已发布( W),0.0012,,
transportation,5,运输,0.0012,,
warrant_issuer,5,授权签发人,0.0012,,
at_municipality,5,城市数量,0.0012,,
defunct_country,5,已撤销( N),0.0012,,
festival_series,5,节( S),0.0012,,
hockey_position,5,曲棍球位置( P),0.0012,,
key_application,5,密钥 应用程序,0.0012,,
mysisterskeeper,5,我姐姐的守护者,0.0012,,
stock_character,5,存量( C),0.0012,,
usnationalparks,5,国家公园,0.0012,,
airport_operator,5,机场运营者,0.0012,,
alatasathanasios,5,阿拉塔萨塔尼奥斯,0.0012,,
business_cliches,5,商务( C),0.0012,,
charitable_field,5,慈善栏,0.0012,,
event_in_fiction,5,事件( in),0.0012,,
film_ranch_owner,5,胶片( ranch 所有者),0.0012,,
michaelcrichton1,5,迈克尔克里克顿1,0.0012,,
military_service,5,兵役,0.0012,,
molecular_target,5,分子目标,0.0012,,
object_of_parody,5,参数( O),0.0012,,
regional_cuisine,5,区域( C),0.0012,,
trenthergenrader,5,转基因器,0.0012,,
typeface_foundry,5,类型face 创建,0.0012,,
visual_art_genre,5,视觉艺术  流派,0.0012,,
aircraft_designer,5,飞机设计器( D),0.0012,,
